full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,price_doc
48,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4419450
45,28.0,6.0,,,,,,,Investment,Babushkinskoe,6500000
68,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5406690
52,,11.0,,,,,,,OwnerOccupier,Nekrasovka,4515059
45,,18.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4940760
30,17.0,5.0,,,,,,,Investment,Mozhajskoe,5500000
44,28.0,3.0,,,,,,,Investment,Perovo,6100000
48,,4.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4095840
77,41.0,2.0,17.0,6.0,2014.0,3.0,12.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,7011550
45,27.0,6.0,9.0,1.0,1970.0,2.0,6.0,3.0,Investment,Severnoe Butovo,7100000
34,20.0,,,,,,,,Investment,Otradnoe,5700000
59,43.0,2.0,,,,,,,Investment,Mar'ino,7770000
46,,4.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4121629
75,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5836600
57,,2.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5308440
82,76.0,4.0,,,,,,,OwnerOccupier,Mitino,11478845
38,17.0,9.0,,,,,,,Investment,Troickij okrug,4200000
41,,9.0,,,,,,,OwnerOccupier,Chertanovo Juzhnoe,6495943
52,30.0,15.0,,,,,,,Investment,Poselenie Moskovskij,3425000
43,43.0,9.0,,,,,,,OwnerOccupier,Mitino,4117984
40,20.0,9.0,,,,,,,Investment,Ljublino,5800000
43,28.0,3.0,,,,,,,Investment,Beskudnikovskoe,6000000
59,42.0,6.0,,,,,,,Investment,Bibirevo,8500000
38,,3.0,8.0,2.0,,1.0,10.0,,OwnerOccupier,Poselenie Sosenskoe,4168500
125,125.0,,,,,,,,OwnerOccupier,Troickij okrug,5613802
67,66.0,3.0,,,,,,,OwnerOccupier,Poselenie Filimonkovskoe,3661729
37,19.0,12.0,,,,,,,Investment,Hovrino,7150000
37,,14.0,,,,,,,OwnerOccupier,Nekrasovka,3845468
54,30.0,10.0,,,,,,,Investment,Krjukovo,6200000
40,27.0,5.0,,,,,,,Investment,Gol'janovo,2300000
38,20.0,15.0,16.0,1.0,1982.0,1.0,8.0,,Investment,Filevskij Park,6450000
55,26.0,3.0,,,,,,,Investment,Zjuzino,9503000
53,32.0,16.0,,,,,,,Investment,Otradnoe,10000000
77,,13.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6272458
51,30.0,11.0,,,,,,,Investment,Beskudnikovskoe,9000000
37,,6.0,,,,,,,OwnerOccupier,Mitino,5898968
52,,17.0,,,,,,,OwnerOccupier,Nekrasovka,4652032
41,24.0,9.0,,,,,,,Investment,Pokrovskoe Streshnevo,6450000
47,47.0,9.0,,,,,,,Investment,Zapadnoe Degunino,7600000
95,,24.0,,,,,,,OwnerOccupier,Strogino,15908400
29,,5.0,,,,,,,OwnerOccupier,Mitino,4650776
63,,17.0,17.0,4.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,5903808
82,,8.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,6477010
59,,9.0,,,,,,,OwnerOccupier,Mitino,8418514
48,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3928500
36,18.0,12.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4023200
82,75.0,8.0,,,,,,,OwnerOccupier,Meshhanskoe,11115420
63,,14.0,,,,,,,OwnerOccupier,Nekrasovka,5288828
32,16.0,4.0,,,,,,,Investment,Chertanovo Severnoe,1200000
82,82.0,,,,,,,,OwnerOccupier,Troickij okrug,3506250
64,,2.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,5459008
48,,17.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3914999
74,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5677200
68,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5406690
82,76.0,5.0,,,,,,,OwnerOccupier,Mitino,11478846
24,13.0,3.0,,,,,,,Investment,Lefortovo,4550000
63,,15.0,,,,,,,OwnerOccupier,Nekrasovka,5288828
82,,7.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,6300400
68,,4.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5343000
60,33.0,8.0,,,,,,,Investment,Ljublino,7900000
75,,7.0,,,,,,,OwnerOccupier,Nekrasovka,6530040
48,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4095840
74,74.0,15.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,5676361
31,31.0,13.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3483200
34,19.0,6.0,,,,,,,Investment,Koptevo,5400000
77,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5975200
46,18.0,11.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4599140
52,,15.0,,,,,,,OwnerOccupier,Nekrasovka,4565790
76,,8.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,6631498
29,29.0,2.0,,,,,,,Investment,Bogorodskoe,4900000
36,,9.0,,,,,,,OwnerOccupier,Nekrasovka,3482688
58,30.0,13.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Voskresenskoe,5813760
51,,5.0,,,,,,,OwnerOccupier,Nekrasovka,4548514
85,48.0,17.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,7995820
42,17.0,10.0,,,,,,,Investment,Poselenie Shherbinka,5150000
40,39.0,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3908160
39,,5.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4168500
57,30.0,10.0,,,,,,,Investment,Sokolinaja Gora,10750000
53,53.0,1.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,4050800
52,30.0,2.0,,,,,,,Investment,Novo-Peredelkino,6750000
33,15.0,1.0,,,,,,,Investment,Otradnoe,5500000
37,35.0,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3481920
45,18.0,3.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4096320
59,59.0,12.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4554240
62,,19.0,,,,,,,OwnerOccupier,Chertanovo Juzhnoe,9257656
51,30.0,12.0,,,,,,,Investment,Kosino-Uhtomskoe,7250000
51,,5.0,,,,,,,OwnerOccupier,Nekrasovka,5014900
43,,1.0,,,,,,,OwnerOccupier,Veshnjaki,3357000
41,20.0,8.0,,,,,,,Investment,Severnoe Tushino,6600000
48,,5.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3912300
82,,7.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,6177010
49,,15.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3841809
70,,5.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5362650
48,,14.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4112800
30,30.0,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3020000
29,,9.0,,,,,,,OwnerOccupier,Mitino,4671264
68,,12.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5480000
37,,16.0,,,,,,,OwnerOccupier,Mitino,6307891
32,18.0,5.0,,,,,,,Investment,Vyhino-Zhulebino,4550000
60,,4.0,,,,,,,OwnerOccupier,Mitino,9476488
60,39.0,6.0,,,,,,,Investment,Vojkovskoe,9600000
72,,22.0,,,,,,,OwnerOccupier,Nekrasovka,6064634
31,20.0,5.0,,,,,,,Investment,Shhukino,5250000
57,33.0,1.0,,,,,,,Investment,Golovinskoe,8242000
32,18.0,2.0,,,,,,,Investment,Otradnoe,5700000
45,29.0,2.0,,,,,,,Investment,Meshhanskoe,7250000
58,30.0,8.0,,,,,,,Investment,Ljublino,8450000
61,61.0,11.0,,,,,,,OwnerOccupier,Orehovo-Borisovo Severnoe,5632037
65,35.0,4.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,5888000
41,18.0,3.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4069800
74,46.0,12.0,24.0,1.0,2004.0,3.0,9.0,3.0,Investment,Juzhnoe Medvedkovo,12100000
122,55.0,21.0,,,,,,,Investment,Zjuzino,22910864
27,27.0,9.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,2992000
48,,13.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4347000
31,,1.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,3022080
76,,7.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5844400
79,41.0,,,,,,,,OwnerOccupier,Tverskoe,7242700
77,,5.0,,,,,,,OwnerOccupier,Nekrasovka,6664676
33,33.0,4.0,,,,,,,Investment,Zjuzino,5350000
38,19.0,22.0,,,,,,,Investment,Juzhnoe Butovo,6300000
52,,10.0,,,,,,,OwnerOccupier,Nekrasovka,4565790
42,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3372600
52,,15.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,4864371
93,93.0,3.0,1.0,1.0,2013.0,3.0,1.0,1.0,OwnerOccupier,Poselenie Pervomajskoe,5427640
38,,16.0,,,,,,,OwnerOccupier,Nekrasovka,3989416
48,,23.0,,,,,,,OwnerOccupier,Nekrasovka,4497696
42,42.0,1.0,,,,,,,Investment,Sokol'niki,6500000
51,,5.0,,,,,,,OwnerOccupier,Nekrasovka,5541464
82,75.0,16.0,,,,,,,OwnerOccupier,Mitino,10144269
36,36.0,15.0,,,,,,,OwnerOccupier,Nekrasovka,3518966
42,20.0,4.0,,,,,,,Investment,Mar'ina Roshha,7300000
56,36.0,4.0,,,,,,,Investment,Gagarinskoe,12350000
31,19.0,5.0,,,,,,,Investment,Perovo,4975000
63,,15.0,,,,,,,OwnerOccupier,Nekrasovka,5288828
61,25.0,19.0,,,,,,,Investment,Nagornoe,2500000
77,45.0,10.0,,,,,,,Investment,Juzhnoe Butovo,9800000
83,54.0,4.0,,,,,,,Investment,Filevskij Park,16000000
51,30.0,7.0,17.0,1.0,2003.0,2.0,9.0,3.0,Investment,Solncevo,7700000
74,45.0,11.0,,,,,,,Investment,Novo-Peredelkino,10750000
51,30.0,5.0,,,,,,,Investment,Solncevo,7300000
48,,19.0,,,,,,,OwnerOccupier,Nekrasovka,4563365
38,,4.0,,,,,,,OwnerOccupier,Nekrasovka,3585120
77,50.0,3.0,5.0,2.0,1957.0,3.0,8.0,2.0,Investment,Ajeroport,11700000
46,30.0,6.0,,,,,,,Investment,Nagornoe,7100000
82,,11.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,6477010
50,,3.0,,,,,,,OwnerOccupier,Poselenie Filimonkovskoe,2969823
115,71.0,13.0,,,,,,,Investment,Troparevo-Nikulino,15500000
40,,11.0,,,,,,,OwnerOccupier,Nekrasovka,4112800
38,19.0,17.0,17.0,1.0,1986.0,1.0,8.0,3.0,Investment,Orehovo-Borisovo Juzhnoe,1600000
104,65.0,9.0,,,,,,,Investment,Bogorodskoe,8427203
14,14.0,1.0,,,,,,,Investment,Ljublino,2500000
59,,14.0,,,,,,,OwnerOccupier,Mitino,8723160
37,18.0,17.0,,,,,,,Investment,Kosino-Uhtomskoe,5100000
38,,13.0,,,,,,,OwnerOccupier,Nekrasovka,4178760
52,30.0,7.0,,,,,,,Investment,Solncevo,7000000
53,,7.0,,,,,,,OwnerOccupier,Mitino,8369748
57,57.0,13.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5416774
75,,7.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6163542
41,18.0,6.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4060497
36,19.0,4.0,,,,,,,Investment,Kotlovka,6650000
36,20.0,13.0,,,,,,,Investment,Kon'kovo,6650000
36,18.0,1.0,,,,,,,Investment,Pechatniki,5080000
52,,12.0,,,,,,,OwnerOccupier,Nekrasovka,4515059
60,,15.0,,,,,,,OwnerOccupier,Nekrasovka,5835520
44,,4.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,4659921
38,38.0,4.0,,,,,,,Investment,Vyhino-Zhulebino,5900000
34,20.0,2.0,,,,,,,Investment,Koptevo,6150000
74,39.0,11.0,,,,,,,Investment,Birjulevo Vostochnoe,5548000
44,28.0,5.0,,,,,,,Investment,Fili Davydkovo,7300000
42,27.0,7.0,,,,,,,Investment,Pechatniki,6500000
34,18.0,3.0,,,,,,,Investment,Losinoostrovskoe,5750000
45,29.0,1.0,,,,,,,Investment,Bogorodskoe,5500000
68,68.0,12.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5406690
78,78.0,1.0,,,,,,,OwnerOccupier,Orehovo-Borisovo Severnoe,5503400
66,66.0,19.0,,,,,,,OwnerOccupier,Orehovo-Borisovo Severnoe,5552201
29,,25.0,,,,,,,OwnerOccupier,Mitino,4817241
57,37.0,3.0,,,,,,,Investment,Zamoskvorech'e,18200000
26,,7.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,2851200
63,63.0,16.0,,,,,,,OwnerOccupier,Nekrasovka,5288828
38,,14.0,,,,,,,OwnerOccupier,Nekrasovka,3613056
82,,8.0,,,,,,,OwnerOccupier,Nekrasovka,6458454
76,45.0,16.0,,,,,,,Investment,Pechatniki,11300000
82,82.0,5.0,6.0,2.0,,2.0,12.0,3.0,OwnerOccupier,Troickij okrug,3502000
84,,16.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6749726
60,,7.0,,,,,,,OwnerOccupier,Tekstil'shhiki,9456000
77,,11.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6303980
54,36.0,4.0,,,,,,,Investment,Dorogomilovo,9300000
41,,12.0,,,,,,,OwnerOccupier,Chertanovo Juzhnoe,6495943
63,41.0,9.0,,,,,,,Investment,Pechatniki,2400000
64,64.0,8.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5656256
70,43.0,17.0,,,,,,,Investment,Solncevo,10000000
68,68.0,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5406690
107,58.0,7.0,,,,,,,Investment,Mar'ino,15000000
42,28.0,3.0,,,,,,,Investment,Juzhnoportovoe,7200000
33,20.0,5.0,,,,,,,Investment,Koptevo,5375000
55,30.0,3.0,,,,,,,Investment,Juzhnoe Butovo,9000000
53,28.0,15.0,,,,,,,Investment,Butyrskoe,8600000
38,18.0,2.0,,,,,,,Investment,Mozhajskoe,4900000
63,36.0,8.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,5835375
80,80.0,18.0,,,,,,,OwnerOccupier,Strogino,13705560
36,,11.0,,,,,,,OwnerOccupier,Nekrasovka,3845468
45,28.0,2.0,,,,,,,Investment,Bogorodskoe,5800000
37,37.0,3.0,,,,,,,Investment,Shhukino,7000000
59,,3.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4554240
31,20.0,1.0,,,,,,,Investment,Sokolinaja Gora,1000000
43,29.0,3.0,5.0,2.0,1960.0,2.0,5.0,3.0,Investment,Nagornoe,6400000
48,,11.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4074000
36,19.0,8.0,,,,,,,Investment,Losinoostrovskoe,5500000
77,77.0,11.0,,,,,,,OwnerOccupier,Nekrasovka,6685230
58,40.0,7.0,,,,,,,Investment,Prospekt Vernadskogo,10850000
53,31.0,13.0,,,,,,,Investment,Bibirevo,3000000
30,15.0,5.0,,,,,,,Investment,Gagarinskoe,990000
77,48.0,11.0,,,,,,,Investment,Kuncevo,11315905
51,,8.0,,,,,,,OwnerOccupier,Nekrasovka,4513410
112,67.0,17.0,,,,,,,Investment,Mar'ino,14800000
125,70.0,7.0,,,,,,,Investment,Ramenki,39000000
75,37.0,16.0,,,,,,,Investment,Otradnoe,11361425
54,31.0,7.0,10.0,1.0,1995.0,2.0,9.0,3.0,Investment,Mar'ino,9100000
79,,17.0,,,,,,,OwnerOccupier,Nekrasovka,6563020
31,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3172200
26,12.0,16.0,,,,,,,Investment,Kon'kovo,5000000
85,,8.0,22.0,1.0,,3.0,0.0,,OwnerOccupier,Poselenie Rjazanovskoe,7563348
44,28.0,1.0,9.0,1.0,1979.0,2.0,6.0,2.0,Investment,Strogino,7200000
45,,9.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4806012
37,23.0,11.0,,,,,,,Investment,Ochakovo-Matveevskoe,5550000
52,,11.0,,,,,,,OwnerOccupier,Nekrasovka,4565790
45,28.0,5.0,,,,,,,Investment,Ivanovskoe,7079708
39,19.0,1.0,,,,,,,Investment,Bibirevo,5230000
50,28.0,,,,,,,,Investment,Beskudnikovskoe,3500000
32,18.0,7.0,9.0,1.0,1975.0,1.0,5.0,,Investment,Chertanovo Severnoe,5100000
54,28.0,9.0,,,,,,,Investment,Otradnoe,8000000
31,20.0,2.0,,,,,,,Investment,Juzhnoe Tushino,5000000
57,57.0,11.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5441743
51,28.0,6.0,,,,,,,Investment,Orehovo-Borisovo Juzhnoe,5400000
29,,6.0,,,,,,,OwnerOccupier,Mitino,4650776
34,18.0,,,,,,,,Investment,Koptevo,5350000
52,33.0,13.0,25.0,2.0,2004.0,2.0,7.0,,Investment,Shhukino,11200000
64,38.0,9.0,,,,,,,Investment,Novo-Peredelkino,8000000
45,29.0,5.0,,,,,,,Investment,Rjazanskij,6200000
78,38.0,3.0,,,,,,,Investment,Jaroslavskoe,10543000
44,26.0,3.0,,,,,,,Investment,Zjablikovo,5900000
82,82.0,,,,,,,,OwnerOccupier,Troickij okrug,3502000
56,29.0,5.0,16.0,5.0,1987.0,2.0,10.0,2.0,Investment,Horoshevo-Mnevniki,10400000
61,61.0,11.0,,,,,,,OwnerOccupier,Novo-Peredelkino,5717726
63,,14.0,,,,,,,OwnerOccupier,Nekrasovka,5288828
105,57.0,7.0,,,,,,,Investment,Obruchevskoe,27000000
31,21.0,5.0,9.0,5.0,1962.0,1.0,5.0,3.0,Investment,Ramenki,6200000
59,43.0,4.0,,,,,,,Investment,Severnoe Tushino,8000000
36,17.0,9.0,,,,,,,Investment,Moskvorech'e-Saburovo,5750000
53,35.0,5.0,,,,,,,Investment,Juzhnoe Medvedkovo,7450000
44,27.0,11.0,,,,,,,Investment,Ramenki,7900000
44,29.0,2.0,,,,,,,Investment,Severnoe Tushino,6400000
40,,14.0,,,,,,,OwnerOccupier,Nekrasovka,4178760
59,37.0,7.0,,,,,,,Investment,Basmannoe,4000000
38,,9.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,3870494
62,,17.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,5724699
37,22.0,2.0,,,,,,,Investment,Marfino,6200000
36,,10.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,3725191
117,60.0,25.0,,,,,,,Investment,Jakimanka,23000000
39,,12.0,,,,,,,OwnerOccupier,Nekrasovka,3754870
74,,17.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6346087
37,23.0,8.0,,,,,,,Investment,Timirjazevskoe,7200000
45,29.0,11.0,,,,,,,Investment,Gol'janovo,6850000
44,29.0,9.0,,,,,,,Investment,Chertanovo Severnoe,6400000
44,28.0,4.0,,,,,,,Investment,Nagornoe,8100000
43,27.0,1.0,5.0,2.0,1960.0,2.0,5.0,2.0,Investment,Preobrazhenskoe,5950000
38,,9.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,3910031
61,,9.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,5426804
37,,5.0,,,,,,,OwnerOccupier,Nekrasovka,3622465
33,18.0,11.0,,,,,,,Investment,Vostochnoe Degunino,5750000
56,56.0,17.0,,,,,,,OwnerOccupier,Poselenie Shherbinka,4300252
51,30.0,5.0,,,,,,,Investment,Tverskoe,10400000
33,18.0,10.0,,,,,,,Investment,Kotlovka,5900000
77,,8.0,,,,,,,OwnerOccupier,Nekrasovka,6406365
48,,10.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4112800
37,22.0,7.0,,,,,,,Investment,Koptevo,6200000
63,63.0,22.0,,,,,,,Investment,Akademicheskoe,990000
53,28.0,17.0,,,,,,,Investment,Juzhnoe Tushino,5485000
46,29.0,9.0,9.0,2.0,1969.0,2.0,5.0,3.0,Investment,Dmitrovskoe,5900000
74,45.0,7.0,14.0,1.0,1993.0,3.0,10.0,2.0,Investment,Mitino,11000000
37,24.0,1.0,,,,,,,Investment,Mozhajskoe,6150000
75,46.0,11.0,17.0,1.0,1996.0,3.0,10.0,3.0,Investment,Mitino,10500000
45,29.0,2.0,9.0,1.0,1972.0,2.0,6.0,3.0,Investment,Kon'kovo,2000000
35,,2.0,,,,,,,OwnerOccupier,Zapadnoe Degunino,3639042
52,28.0,17.0,,,,,,,Investment,Pokrovskoe Streshnevo,9350000
61,,2.0,,,,,,,OwnerOccupier,Poselenie Desjonovskoe,5162936
45,30.0,,,,,,,,Investment,Chertanovo Juzhnoe,6900000
77,,6.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,6307794
75,44.0,8.0,,,,,,,Investment,Horoshevskoe,15000000
38,,10.0,,,,,,,OwnerOccupier,Nekrasovka,3613056
38,19.0,11.0,,,,,,,Investment,Severnoe Medvedkovo,6800000
58,43.0,8.0,,,,,,,Investment,Chertanovo Central'noe,7650000
38,,9.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,3709706
29,,21.0,,,,,,,OwnerOccupier,Mitino,4817241
40,,7.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,4100155
46,30.0,9.0,,,,,,,Investment,Dmitrovskoe,6450000
44,27.0,12.0,,,,,,,Investment,Troparevo-Nikulino,8700000
39,21.0,8.0,,,,,,,Investment,Birjulevo Vostochnoe,5400000
38,38.0,12.0,,,,,,,OwnerOccupier,Nekrasovka,3996400
26,26.0,18.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,2904000
102,,9.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,8183869
62,61.0,2.0,,,,,,,OwnerOccupier,Poselenie Desjonovskoe,5162936
55,,2.0,,,,,,,OwnerOccupier,Poselenie Filimonkovskoe,3190980
41,,9.0,,,,,,,OwnerOccupier,Poselenie Voskresenskoe,4186080
34,19.0,12.0,,,,,,,Investment,Chertanovo Central'noe,5900000
51,30.0,14.0,,,,,,,Investment,Zjablikovo,9000000
38,19.0,16.0,17.0,1.0,2011.0,1.0,7.0,1.0,Investment,Poselenie Moskovskij,2680000
38,24.0,4.0,9.0,2.0,1965.0,2.0,5.0,2.0,Investment,Sokol,4500000
44,27.0,7.0,,,,,,,Investment,Chertanovo Central'noe,7400000
45,,13.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4491600
44,30.0,6.0,,,,,,,Investment,Timirjazevskoe,7350000
38,20.0,17.0,,,,,,,Investment,Poselenie Sosenskoe,2000000
61,61.0,7.0,,,,,,,Investment,Zapadnoe Degunino,7450000
44,27.0,3.0,,,,,,,Investment,Nagornoe,7600000
112,68.0,15.0,,,,,,,Investment,Mitino,18250000
29,,12.0,,,,,,,OwnerOccupier,Mitino,4669688
64,,9.0,,,,,,,OwnerOccupier,Tverskoe,5320482
40,,8.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,3581820
39,19.0,14.0,,,,,,,Investment,Obruchevskoe,7700000
79,,17.0,,,,,,,OwnerOccupier,Nekrasovka,6606864
53,35.0,2.0,,,,,,,Investment,Donskoe,7200000
32,19.0,9.0,,,,,,,Investment,Mar'ino,4700000
51,,4.0,,,,,,,OwnerOccupier,Nekrasovka,5541464
50,30.0,10.0,,,,,,,Investment,Mar'ino,8200000
70,,2.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,5564090
54,32.0,7.0,17.0,1.0,2010.0,2.0,9.0,3.0,Investment,Ostankinskoe,4569600
78,48.0,25.0,,,,,,,Investment,Brateevo,13300000
50,,4.0,,,,,,,OwnerOccupier,Poselenie Shherbinka,4011710
37,25.0,5.0,,,,,,,Investment,Lomonosovskoe,6800000
51,,4.0,,,,,,,OwnerOccupier,Poselenie Filimonkovskoe,2969823
74,,7.0,,,,,,,OwnerOccupier,Izmajlovo,13925712
41,20.0,11.0,12.0,1.0,1985.0,1.0,8.0,2.0,Investment,Juzhnoe Tushino,6600000
55,31.0,1.0,,,,,,,Investment,Losinoostrovskoe,8000000
60,,7.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,4854109
51,31.0,3.0,,,,,,,Investment,Krjukovo,1000000
45,45.0,11.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,4940760
31,30.0,9.0,,,,,,,Investment,Presnenskoe,1000000
63,,7.0,,,,,,,OwnerOccupier,Nekrasovka,6426541
37,16.0,4.0,,,,,,,Investment,Brateevo,1000000
74,74.0,6.0,,,,,,,OwnerOccupier,Izmajlovo,12800009
74,74.0,1.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5626280
38,38.0,12.0,,,,,,,OwnerOccupier,Nekrasovka,4723318
41,21.0,7.0,,,,,,,Investment,Mar'ino,6000000
39,24.0,1.0,,,,,,,Investment,Juzhnoportovoe,5400000
58,34.0,,,,,,,,Investment,Obruchevskoe,2000000
32,21.0,6.0,,,,,,,Investment,Izmajlovo,1000000
51,31.0,1.0,,,,,,,Investment,Golovinskoe,7650000
58,58.0,8.0,,,,,,,OwnerOccupier,Chertanovo Central'noe,9592310
64,,13.0,,,,,,,OwnerOccupier,Poselenie Moskovskij,5583680
38,,14.0,,,,,,,OwnerOccupier,Nekrasovka,3650692
31,19.0,5.0,,,,,,,Investment,Obruchevskoe,4900000
41,,9.0,,,,,,,OwnerOccupier,Chertanovo Juzhnoe,6843720
36,18.0,8.0,,,,,,,Investment,Krjukovo,4350000
59,33.0,16.0,17.0,1.0,2006.0,2.0,0.0,,Investment,Vostochnoe Degunino,9850000
37,18.0,2.0,0.0,1.0,1979.0,1.0,0.0,2.0,Investment,Bibirevo,6000000
55,36.0,5.0,,,,,,,Investment,Ivanovskoe,6800000
40,24.0,7.0,8.0,2.0,1961.0,2.0,5.0,2.0,Investment,Rostokino,7300000
72,43.0,17.0,,,,,,,Investment,Solncevo,8800000
55,,8.0,,,,,,,OwnerOccupier,Poselenie Vnukovskoe,5268530
64,,4.0,,,,,,,OwnerOccupier,Nekrasovka,5835520
62,,15.0,,,,,,,OwnerOccupier,Nekrasovka,5856084
82,,6.0,,,,,,,OwnerOccupier,Poselenie Sosenskoe,6477010
43,28.0,4.0,,,,,,,Investment,Altuf'evskoe,5200000
110,110.0,4.0,,,,,,,OwnerOccupier,Izmajlovo,17168160
33,15.0,12.0,14.0,1.0,2003.0,1.0,7.0,2.0,Investment,Juzhnoe Butovo,5300000
63,,25.0,,,,,,,OwnerOccupier,Nekrasovka,5255460
53,30.0,5.0,,,,,,,Investment,Otradnoe,7300000
40,24.0,1.0,,,,,,,Investment,Preobrazhenskoe,5900000
39,19.0,4.0,17.0,1.0,1985.0,1.0,8.0,2.0,Investment,Horoshevskoe,3000000
53,,2.0,,,,,,,OwnerOccupier,Obruchevskoe,3133488
56,38.0,3.0,,,,,,,Investment,Jasenevo,8500000
65,65.0,7.0,,,,,,,OwnerOccupier,Krjukovo,6595300
58,43.0,9.0,,,,,,,Investment,Akademicheskoe,1200000
37,22.0,7.0,,,,,,,Investment,Nagornoe,6200000
56,38.0,2.0,9.0,1.0,1971.0,3.0,6.0,3.0,Investment,Meshhanskoe,10500000
32,18.0,7.0,,,,,,,Investment,Bibirevo,5400000
43,21.0,11.0,,,,,,,Investment,Otradnoe,5800000
59,,20.0,,,,,,,OwnerOccupier,Strogino,10807190
